# allkeys-17.0.0.txt
# Date: 2025-07-23, 12:12:03 GMT
# Copyright 2025 Unicode®, Inc.
# Unicode and the Unicode Logo are registered trademarks of Unicode, Inc. in the U.S. and other countries.
# For terms of use and license, see https://www.unicode.org/copyright.html
#
# This file defines the Default Unicode Collation Element Table
#   (DUCET) for the Unicode Collation Algorithm
#
# See UTS #10, Unicode Collation Algorithm, for more information.
#
# Diagnostic weight ranges
# Primary weight range:   0200..73C2 (29123)
# Secondary weight range: 0020..0127 (264)
# Variant secondaries:    011F..0127 (9)
# Tertiary weight range:  0002..001F (30)
#
@version 17.0.0

@implicitweights 17000..187FF; FB00 # Tangut
13446 ; [.7160.0020.0002] # EGYPTIAN HIEROGLYPH WIDE LOST SIGN
109A0 ; [.7161.0020.0002] # MEROITIC CURSIVE LETTER A
10980 ; [.7161.0020.0004][.0000.011F.0004] # MEROITIC HIEROGLYPHIC LETTER A
109A1 ; [.7162.0020.0002] # MEROITIC CURSIVE LETTER E
10981 ; [.7162.0020.0004][.0000.011F.0004] # MEROITIC HIEROGLYPHIC LETTER E
109A2 ; [.7163.0020.0002] # MEROITIC CURSIVE LETTER I
10982 ; [.7163.0020.0004][.0000.011F.0004] # MEROITIC HIEROGLYPHIC LETTER I
109A3 ; [.7164.0020.0002] # MEROITIC CURSIVE LETTER O
10983 ; [.7164.0020.0004][.0000.011F.0004] # MEROITIC HIEROGLYPHIC LETTER O
109A4 ; [.7165.0020.0002] # MEROITIC CURSIVE LETTER YA
10984 ; [.7165.0020.0004][.0000.011F.0004] # MEROITIC HIEROGLYPHIC LETTER YA
109A5 ; [.7166.0020.0002] # MEROITIC CURSIVE LETTER WA
10985 ; [.7166.0020.0004][.0000.011F.0004] # MEROITIC HIEROGLYPHIC LETTER WA
109A6 ; [.7167.0020.0002] # MEROITIC CURSIVE LETTER BA
10986 ; [.7167.0020.0004][.0000.011F.0004] # MEROITIC HIEROGLYPHIC LETTER BA
10987 ; [.7167.0020.0004][.0000.0120.0004] # MEROITIC HIEROGLYPHIC LETTER BA-2
109A7 ; [.7168.0020.0002] # MEROITIC CURSIVE LETTER PA
10988 ; [.7168.0020.0004][.0000.011F.0004] # MEROITIC HIEROGLYPHIC LETTER PA
109A8 ; [.7169.0020.0002] # MEROITIC CURSIVE LETTER MA
10989 ; [.7169.0020.0004][.0000.011F.0004] # MEROITIC HIEROGLYPHIC LETTER MA
109A9 ; [.716A.0020.0002] # MEROITIC CURSIVE LETTER NA
1098A ; [.716A.0020.0004][.0000.011F.0004] # MEROITIC HIEROGLYPHIC LETTER NA
1098B ; [.716A.0020.0004][.0000.0120.0004] # MEROITIC HIEROGLYPHIC LETTER NA-2
109AA ; [.716B.0020.0002] # MEROITIC CURSIVE LETTER NE
1098C ; [.716B.0020.0004][.0000.011F.0004] # MEROITIC HIEROGLYPHIC LETTER NE
1098D ; [.716B.0020.0004][.0000.0120.0004] # MEROITIC HIEROGLYPHIC LETTER NE-2
109AB ; [.716C.0020.0002] # MEROITIC CURSIVE LETTER RA
1098E ; [.716C.0020.0004][.0000.011F.0004] # MEROITIC HIEROGLYPHIC LETTER RA
1098F ; [.716C.0020.0004][.0000.0120.0004] # MEROITIC HIEROGLYPHIC LETTER RA-2
109AC ; [.716D.0020.0002] # MEROITIC CURSIVE LETTER LA
10990 ; [.716D.0020.0004][.0000.011F.0004] # MEROITIC HIEROGLYPHIC LETTER LA
109AD ; [.716E.0020.0002] # MEROITIC CURSIVE LETTER KHA
10991 ; [.716E.0020.0004][.0000.011F.0004] # MEROITIC HIEROGLYPHIC LETTER KHA
109AE ; [.716F.0020.0002] # MEROITIC CURSIVE LETTER HHA
10992 ; [.716F.0020.0004][.0000.011F.0004] # MEROITIC HIEROGLYPHIC LETTER HHA
109AF ; [.7170.0020.0002] # MEROITIC CURSIVE LETTER SA
109B0 ; [.7170.0020.0004][.0000.011F.0004] # MEROITIC CURSIVE LETTER ARCHAIC SA
10993 ; [.7170.0020.0004][.0000.0120.0004] # MEROITIC HIEROGLYPHIC LETTER SA
10994 ; [.7170.0020.0004][.0000.0121.0004] # MEROITIC HIEROGLYPHIC LETTER SA-2
109B1 ; [.7171.0020.0002] # MEROITIC CURSIVE LETTER SE
10995 ; [.7171.0020.0004][.0000.011F.0004] # MEROITIC HIEROGLYPHIC LETTER SE
109B2 ; [.7172.0020.0002] # MEROITIC CURSIVE LETTER KA
10996 ; [.7172.0020.0004][.0000.011F.0004] # MEROITIC HIEROGLYPHIC LETTER KA
109B3 ; [.7173.0020.0002] # MEROITIC CURSIVE LETTER QA
10997 ; [.7173.0020.0004][.0000.011F.0004] # MEROITIC HIEROGLYPHIC LETTER QA
109B4 ; [.7174.0020.0002] # MEROITIC CURSIVE LETTER TA
10998 ; [.7174.0020.0004][.0000.011F.0004] # MEROITIC HIEROGLYPHIC LETTER TA
10999 ; [.7174.0020.0004][.0000.0120.0004] # MEROITIC HIEROGLYPHIC LETTER TA-2
109B5 ; [.7175.0020.0002] # MEROITIC CURSIVE LETTER TE
1099A ; [.7175.0020.0004][.0000.011F.0004] # MEROITIC HIEROGLYPHIC LETTER TE
1099B ; [.7175.0020.0004][.0000.0120.0004] # MEROITIC HIEROGLYPHIC LETTER TE-2
109B6 ; [.7176.0020.0002] # MEROITIC CURSIVE LETTER TO
1099C ; [.7176.0020.0004][.0000.011F.0004] # MEROITIC HIEROGLYPHIC LETTER TO
109B7 ; [.7177.0020.0002] # MEROITIC CURSIVE LETTER DA
1099D ; [.7177.0020.0004][.0000.011F.0004] # MEROITIC HIEROGLYPHIC LETTER DA
109BE ; [.7178.0020.0002] # MEROITIC CURSIVE LOGOGRAM RMT
109BF ; [.7179.0020.0002] # MEROITIC CURSIVE LOGOGRAM IMN
1099E ; [.717A.0020.0002] # MEROITIC HIEROGLYPHIC SYMBOL VIDJ
1099F ; [.717B.0020.0002] # MEROITIC HIEROGLYPHIC SYMBOL VIDJ-2
14400 ; [.717C.0020.0002] # ANATOLIAN HIEROGLYPH A001
14401 ; [.717D.0020.0002] # ANATOLIAN HIEROGLYPH A002
14402 ; [.717E.0020.0002] # ANATOLIAN HIEROGLYPH A003
14403 ; [.717F.0020.0002] # ANATOLIAN HIEROGLYPH A004
14404 ; [.7180.0020.0002] # ANATOLIAN HIEROGLYPH A005
14405 ; [.7181.0020.0002] # ANATOLIAN HIEROGLYPH A006
14406 ; [.7182.0020.0002] # ANATOLIAN HIEROGLYPH A007
14407 ; [.7183.0020.0002] # ANATOLIAN HIEROGLYPH A008
14408 ; [.7184.0020.0002] # ANATOLIAN HIEROGLYPH A009
14409 ; [.7185.0020.0002] # ANATOLIAN HIEROGLYPH A010
1440A ; [.7186.0020.0002] # ANATOLIAN HIEROGLYPH A010A
1440B ; [.7187.0020.0002] # ANATOLIAN HIEROGLYPH A011
1440C ; [.7188.0020.0002] # ANATOLIAN HIEROGLYPH A012
1440D ; [.7189.0020.0002] # ANATOLIAN HIEROGLYPH A013
1440E ; [.718A.0020.0002] # ANATOLIAN HIEROGLYPH A014
1440F ; [.718B.0020.0002] # ANATOLIAN HIEROGLYPH A015
14410 ; [.718C.0020.0002] # ANATOLIAN HIEROGLYPH A016
14411 ; [.718D.0020.0002] # ANATOLIAN HIEROGLYPH A017
14412 ; [.718E.0020.0002] # ANATOLIAN HIEROGLYPH A018
14413 ; [.718F.0020.0002] # ANATOLIAN HIEROGLYPH A019
14414 ; [.7190.0020.0002] # ANATOLIAN HIEROGLYPH A020
14415 ; [.7191.0020.0002] # ANATOLIAN HIEROGLYPH A021
14416 ; [.7192.0020.0002] # ANATOLIAN HIEROGLYPH A022
14417 ; [.7193.0020.0002] # ANATOLIAN HIEROGLYPH A023
14418 ; [.7194.0020.0002] # ANATOLIAN HIEROGLYPH A024
14419 ; [.7195.0020.0002] # ANATOLIAN HIEROGLYPH A025
1441A ; [.7196.0020.0002] # ANATOLIAN HIEROGLYPH A026
1441B ; [.7197.0020.0002] # ANATOLIAN HIEROGLYPH A026A
1441C ; [.7198.0020.0002] # ANATOLIAN HIEROGLYPH A027
1441D ; [.7199.0020.0002] # ANATOLIAN HIEROGLYPH A028
1441E ; [.719A.0020.0002] # ANATOLIAN HIEROGLYPH A029
1441F ; [.719B.0020.0002] # ANATOLIAN HIEROGLYPH A030
14420 ; [.719C.0020.0002] # ANATOLIAN HIEROGLYPH A031
14421 ; [.719D.0020.0002] # ANATOLIAN HIEROGLYPH A032
14422 ; [.719E.0020.0002] # ANATOLIAN HIEROGLYPH A033
14423 ; [.719F.0020.0002] # ANATOLIAN HIEROGLYPH A034
14424 ; [.71A0.0020.0002] # ANATOLIAN HIEROGLYPH A035
14425 ; [.71A1.0020.0002] # ANATOLIAN HIEROGLYPH A036
14426 ; [.71A2.0020.0002] # ANATOLIAN HIEROGLYPH A037
14427 ; [.71A3.0020.0002] # ANATOLIAN HIEROGLYPH A038
14428 ; [.71A4.0020.0002] # ANATOLIAN HIEROGLYPH A039
14429 ; [.71A5.0020.0002] # ANATOLIAN HIEROGLYPH A039A
1442A ; [.71A6.0020.0002] # ANATOLIAN HIEROGLYPH A040
1442B ; [.71A7.0020.0002] # ANATOLIAN HIEROGLYPH A041
1442C ; [.71A8.0020.0002] # ANATOLIAN HIEROGLYPH A041A
1442D ; [.71A9.0020.0002] # ANATOLIAN HIEROGLYPH A042
1442E ; [.71AA.0020.0002] # ANATOLIAN HIEROGLYPH A043
1442F ; [.71AB.0020.0002] # ANATOLIAN HIEROGLYPH A044
14430 ; [.71AC.0020.0002] # ANATOLIAN HIEROGLYPH A045
14431 ; [.71AD.0020.0002] # ANATOLIAN HIEROGLYPH A045A
14432 ; [.71AE.0020.0002] # ANATOLIAN HIEROGLYPH A046
14433 ; [.71AF.0020.0002] # ANATOLIAN HIEROGLYPH A046A
14434 ; [.71B0.0020.0002] # ANATOLIAN HIEROGLYPH A046B
14435 ; [.71B1.0020.0002] # ANATOLIAN HIEROGLYPH A047
14436 ; [.71B2.0020.0002] # ANATOLIAN HIEROGLYPH A048
14437 ; [.71B3.0020.0002] # ANATOLIAN HIEROGLYPH A049
14438 ; [.71B4.0020.0002] # ANATOLIAN HIEROGLYPH A050
14439 ; [.71B5.0020.0002] # ANATOLIAN HIEROGLYPH A051
1443A ; [.71B6.0020.0002] # ANATOLIAN HIEROGLYPH A052
1443B ; [.71B7.0020.0002] # ANATOLIAN HIEROGLYPH A053
1443C ; [.71B8.0020.0002] # ANATOLIAN HIEROGLYPH A054
1443D ; [.71B9.0020.0002] # ANATOLIAN HIEROGLYPH A055
1443E ; [.71BA.0020.0002] # ANATOLIAN HIEROGLYPH A056
1443F ; [.71BB.0020.0002] # ANATOLIAN HIEROGLYPH A057
14440 ; [.71BC.0020.0002] # ANATOLIAN HIEROGLYPH A058
14441 ; [.71BD.0020.0002] # ANATOLIAN HIEROGLYPH A059
14442 ; [.71BE.0020.0002] # ANATOLIAN HIEROGLYPH A060
14443 ; [.71BF.0020.0002] # ANATOLIAN HIEROGLYPH A061
14444 ; [.71C0.0020.0002] # ANATOLIAN HIEROGLYPH A062
14445 ; [.71C1.0020.0002] # ANATOLIAN HIEROGLYPH A063
14446 ; [.71C2.0020.0002] # ANATOLIAN HIEROGLYPH A064
14447 ; [.71C3.0020.0002] # ANATOLIAN HIEROGLYPH A065
14448 ; [.71C4.0020.0002] # ANATOLIAN HIEROGLYPH A066
14449 ; [.71C5.0020.0002] # ANATOLIAN HIEROGLYPH A066A
1444A ; [.71C6.0020.0002] # ANATOLIAN HIEROGLYPH A066B
1444B ; [.71C7.0020.0002] # ANATOLIAN HIEROGLYPH A066C
1444C ; [.71C8.0020.0002] # ANATOLIAN HIEROGLYPH A067
1444D ; [.71C9.0020.0002] # ANATOLIAN HIEROGLYPH A068
1444E ; [.71CA.0020.0002] # ANATOLIAN HIEROGLYPH A069
1444F ; [.71CB.0020.0002] # ANATOLIAN HIEROGLYPH A070
14450 ; [.71CC.0020.0002] # ANATOLIAN HIEROGLYPH A071
14451 ; [.71CD.0020.0002] # ANATOLIAN HIEROGLYPH A072
14452 ; [.71CE.0020.0002] # ANATOLIAN HIEROGLYPH A073
14453 ; [.71CF.0020.0002] # ANATOLIAN HIEROGLYPH A074
14454 ; [.71D0.0020.0002] # ANATOLIAN HIEROGLYPH A075
14455 ; [.71D1.0020.0002] # ANATOLIAN HIEROGLYPH A076
14456 ; [.71D2.0020.0002] # ANATOLIAN HIEROGLYPH A077
14457 ; [.71D3.0020.0002] # ANATOLIAN HIEROGLYPH A078
14458 ; [.71D4.0020.0002] # ANATOLIAN HIEROGLYPH A079
14459 ; [.71D5.0020.0002] # ANATOLIAN HIEROGLYPH A080
1445A ; [.71D6.0020.0002] # ANATOLIAN HIEROGLYPH A081
1445B ; [.71D7.0020.0002] # ANATOLIAN HIEROGLYPH A082
1445C ; [.71D8.0020.0002] # ANATOLIAN HIEROGLYPH A083
1445D ; [.71D9.0020.0002] # ANATOLIAN HIEROGLYPH A084
1445E ; [.71DA.0020.0002] # ANATOLIAN HIEROGLYPH A085
1445F ; [.71DB.0020.0002] # ANATOLIAN HIEROGLYPH A086
14460 ; [.71DC.0020.0002] # ANATOLIAN HIEROGLYPH A087
14461 ; [.71DD.0020.0002] # ANATOLIAN HIEROGLYPH A088
14462 ; [.71DE.0020.0002] # ANATOLIAN HIEROGLYPH A089
14463 ; [.71DF.0020.0002] # ANATOLIAN HIEROGLYPH A090
14464 ; [.71E0.0020.0002] # ANATOLIAN HIEROGLYPH A091
14465 ; [.71E1.0020.0002] # ANATOLIAN HIEROGLYPH A092
14466 ; [.71E2.0020.0002] # ANATOLIAN HIEROGLYPH A093
14467 ; [.71E3.0020.0002] # ANATOLIAN HIEROGLYPH A094
14468 ; [.71E4.0020.0002] # ANATOLIAN HIEROGLYPH A095
14469 ; [.71E5.0020.0002] # ANATOLIAN HIEROGLYPH A096
1446A ; [.71E6.0020.0002] # ANATOLIAN HIEROGLYPH A097
1446B ; [.71E7.0020.0002] # ANATOLIAN HIEROGLYPH A097A
1446C ; [.71E8.0020.0002] # ANATOLIAN HIEROGLYPH A098
1446D ; [.71E9.0020.0002] # ANATOLIAN HIEROGLYPH A098A
1446E ; [.71EA.0020.0002] # ANATOLIAN HIEROGLYPH A099
1446F ; [.71EB.0020.0002] # ANATOLIAN HIEROGLYPH A100
14470 ; [.71EC.0020.0002] # ANATOLIAN HIEROGLYPH A100A
14471 ; [.71ED.0020.0002] # ANATOLIAN HIEROGLYPH A101
14472 ; [.71EE.0020.0002] # ANATOLIAN HIEROGLYPH A101A
14473 ; [.71EF.0020.0002] # ANATOLIAN HIEROGLYPH A102
14474 ; [.71F0.0020.0002] # ANATOLIAN HIEROGLYPH A102A
14475 ; [.71F1.0020.0002] # ANATOLIAN HIEROGLYPH A103
14476 ; [.71F2.0020.0002] # ANATOLIAN HIEROGLYPH A104
14477 ; [.71F3.0020.0002] # ANATOLIAN HIEROGLYPH A104A
14478 ; [.71F4.0020.0002] # ANATOLIAN HIEROGLYPH A104B
14479 ; [.71F5.0020.0002] # ANATOLIAN HIEROGLYPH A104C
1447A ; [.71F6.0020.0002] # ANATOLIAN HIEROGLYPH A105
1447B ; [.71F7.0020.0002] # ANATOLIAN HIEROGLYPH A105A
1447C ; [.71F8.0020.0002] # ANATOLIAN HIEROGLYPH A105B
1447D ; [.71F9.0020.0002] # ANATOLIAN HIEROGLYPH A106
1447E ; [.71FA.0020.0002] # ANATOLIAN HIEROGLYPH A107
1447F ; [.71FB.0020.0002] # ANATOLIAN HIEROGLYPH A107A
14480 ; [.71FC.0020.0002] # ANATOLIAN HIEROGLYPH A107B
14481 ; [.71FD.0020.0002] # ANATOLIAN HIEROGLYPH A107C
14482 ; [.71FE.0020.0002] # ANATOLIAN HIEROGLYPH A108
14483 ; [.71FF.0020.0002] # ANATOLIAN HIEROGLYPH A109
14484 ; [.7200.0020.0002] # ANATOLIAN HIEROGLYPH A110
14485 ; [.7201.0020.0002] # ANATOLIAN HIEROGLYPH A110A
14486 ; [.7202.0020.0002] # ANATOLIAN HIEROGLYPH A110B
14487 ; [.7203.0020.0002] # ANATOLIAN HIEROGLYPH A111
14488 ; [.7204.0020.0002] # ANATOLIAN HIEROGLYPH A112
14489 ; [.7205.0020.0002] # ANATOLIAN HIEROGLYPH A113
1448A ; [.7206.0020.0002] # ANATOLIAN HIEROGLYPH A114
1448B ; [.7207.0020.0002] # ANATOLIAN HIEROGLYPH A115
1448C ; [.7208.0020.0002] # ANATOLIAN HIEROGLYPH A115A
1448D ; [.7209.0020.0002] # ANATOLIAN HIEROGLYPH A116
1448E ; [.720A.0020.0002] # ANATOLIAN HIEROGLYPH A117
1448F ; [.720B.0020.0002] # ANATOLIAN HIEROGLYPH A118
14490 ; [.720C.0020.0002] # ANATOLIAN HIEROGLYPH A119
14491 ; [.720D.0020.0002] # ANATOLIAN HIEROGLYPH A120
14492 ; [.720E.0020.0002] # ANATOLIAN HIEROGLYPH A121
14493 ; [.720F.0020.0002] # ANATOLIAN HIEROGLYPH A122
14494 ; [.7210.0020.0002] # ANATOLIAN HIEROGLYPH A123
14495 ; [.7211.0020.0002] # ANATOLIAN HIEROGLYPH A124
14496 ; [.7212.0020.0002] # ANATOLIAN HIEROGLYPH A125
14497 ; [.7213.0020.0002] # ANATOLIAN HIEROGLYPH A125A
14498 ; [.7214.0020.0002] # ANATOLIAN HIEROGLYPH A126
14499 ; [.7215.0020.0002] # ANATOLIAN HIEROGLYPH A127
1449A ; [.7216.0020.0002] # ANATOLIAN HIEROGLYPH A128
1449B ; [.7217.0020.0002] # ANATOLIAN HIEROGLYPH A129
1449C ; [.7218.0020.0002] # ANATOLIAN HIEROGLYPH A130
1449D ; [.7219.0020.0002] # ANATOLIAN HIEROGLYPH A131
1449E ; [.721A.0020.0002] # ANATOLIAN HIEROGLYPH A132
1449F ; [.721B.0020.0002] # ANATOLIAN HIEROGLYPH A133
144A0 ; [.721C.0020.0002] # ANATOLIAN HIEROGLYPH A134
144A1 ; [.721D.0020.0002] # ANATOLIAN HIEROGLYPH A135
144A2 ; [.721E.0020.0002] # ANATOLIAN HIEROGLYPH A135A
144A3 ; [.721F.0020.0002] # ANATOLIAN HIEROGLYPH A136
144A4 ; [.7220.0020.0002] # ANATOLIAN HIEROGLYPH A137
144A5 ; [.7221.0020.0002] # ANATOLIAN HIEROGLYPH A138
144A6 ; [.7222.0020.0002] # ANATOLIAN HIEROGLYPH A139
144A7 ; [.7223.0020.0002] # ANATOLIAN HIEROGLYPH A140
144A8 ; [.7224.0020.0002] # ANATOLIAN HIEROGLYPH A141
144A9 ; [.7225.0020.0002] # ANATOLIAN HIEROGLYPH A142
144AA ; [.7226.0020.0002] # ANATOLIAN HIEROGLYPH A143
144AB ; [.7227.0020.0002] # ANATOLIAN HIEROGLYPH A144
144AC ; [.7228.0020.0002] # ANATOLIAN HIEROGLYPH A145
144AD ; [.7229.0020.0002] # ANATOLIAN HIEROGLYPH A146
144AE ; [.722A.0020.0002] # ANATOLIAN HIEROGLYPH A147
144AF ; [.722B.0020.0002] # ANATOLIAN HIEROGLYPH A148
144B0 ; [.722C.0020.0002] # ANATOLIAN HIEROGLYPH A149
144B1 ; [.722D.0020.0002] # ANATOLIAN HIEROGLYPH A150
144B2 ; [.722E.0020.0002] # ANATOLIAN HIEROGLYPH A151
144B3 ; [.722F.0020.0002] # ANATOLIAN HIEROGLYPH A152
144B4 ; [.7230.0020.0002] # ANATOLIAN HIEROGLYPH A153
144B5 ; [.7231.0020.0002] # ANATOLIAN HIEROGLYPH A154
144B6 ; [.7232.0020.0002] # ANATOLIAN HIEROGLYPH A155
144B7 ; [.7233.0020.0002] # ANATOLIAN HIEROGLYPH A156
144B8 ; [.7234.0020.0002] # ANATOLIAN HIEROGLYPH A157
144B9 ; [.7235.0020.0002] # ANATOLIAN HIEROGLYPH A158
144BA ; [.7236.0020.0002] # ANATOLIAN HIEROGLYPH A159
144BB ; [.7237.0020.0002] # ANATOLIAN HIEROGLYPH A160
144BC ; [.7238.0020.0002] # ANATOLIAN HIEROGLYPH A161
144BD ; [.7239.0020.0002] # ANATOLIAN HIEROGLYPH A162
144BE ; [.723A.0020.0002] # ANATOLIAN HIEROGLYPH A163
144BF ; [.723B.0020.0002] # ANATOLIAN HIEROGLYPH A164
144C0 ; [.723C.0020.0002] # ANATOLIAN HIEROGLYPH A165
144C1 ; [.723D.0020.0002] # ANATOLIAN HIEROGLYPH A166
144C2 ; [.723E.0020.0002] # ANATOLIAN HIEROGLYPH A167
144C3 ; [.723F.0020.0002] # ANATOLIAN HIEROGLYPH A168
144C4 ; [.7240.0020.0002] # ANATOLIAN HIEROGLYPH A169
144C5 ; [.7241.0020.0002] # ANATOLIAN HIEROGLYPH A170
144C6 ; [.7242.0020.0002] # ANATOLIAN HIEROGLYPH A171
144C7 ; [.7243.0020.0002] # ANATOLIAN HIEROGLYPH A172
144C8 ; [.7244.0020.0002] # ANATOLIAN HIEROGLYPH A173
144C9 ; [.7245.0020.0002] # ANATOLIAN HIEROGLYPH A174
144CA ; [.7246.0020.0002] # ANATOLIAN HIEROGLYPH A175
144CB ; [.7247.0020.0002] # ANATOLIAN HIEROGLYPH A176
144CC ; [.7248.0020.0002] # ANATOLIAN HIEROGLYPH A177
144CD ; [.7249.0020.0002] # ANATOLIAN HIEROGLYPH A178
144CE ; [.724A.0020.0002] # ANATOLIAN HIEROGLYPH A179
144CF ; [.724B.0020.0002] # ANATOLIAN HIEROGLYPH A180
144D0 ; [.724C.0020.0002] # ANATOLIAN HIEROGLYPH A181
144D1 ; [.724D.0020.0002] # ANATOLIAN HIEROGLYPH A182
144D2 ; [.724E.0020.0002] # ANATOLIAN HIEROGLYPH A183
144D3 ; [.724F.0020.0002] # ANATOLIAN HIEROGLYPH A184
144D4 ; [.7250.0020.0002] # ANATOLIAN HIEROGLYPH A185
144D5 ; [.7251.0020.0002] # ANATOLIAN HIEROGLYPH A186
144D6 ; [.7252.0020.0002] # ANATOLIAN HIEROGLYPH A187
144D7 ; [.7253.0020.0002] # ANATOLIAN HIEROGLYPH A188
144D8 ; [.7254.0020.0002] # ANATOLIAN HIEROGLYPH A189
144D9 ; [.7255.0020.0002] # ANATOLIAN HIEROGLYPH A190
144DA ; [.7256.0020.0002] # ANATOLIAN HIEROGLYPH A191
144DB ; [.7257.0020.0002] # ANATOLIAN HIEROGLYPH A192
144DC ; [.7258.0020.0002] # ANATOLIAN HIEROGLYPH A193
144DD ; [.7259.0020.0002] # ANATOLIAN HIEROGLYPH A194
144DE ; [.725A.0020.0002] # ANATOLIAN HIEROGLYPH A195
144DF ; [.725B.0020.0002] # ANATOLIAN HIEROGLYPH A196
144E0 ; [.725C.0020.0002] # ANATOLIAN HIEROGLYPH A197
144E1 ; [.725D.0020.0002] # ANATOLIAN HIEROGLYPH A198
144E2 ; [.725E.0020.0002] # ANATOLIAN HIEROGLYPH A199
144E3 ; [.725F.0020.0002] # ANATOLIAN HIEROGLYPH A200
144E4 ; [.7260.0020.0002] # ANATOLIAN HIEROGLYPH A201
144E5 ; [.7261.0020.0002] # ANATOLIAN HIEROGLYPH A202
144E6 ; [.7262.0020.0002] # ANATOLIAN HIEROGLYPH A202A
144E7 ; [.7263.0020.0002] # ANATOLIAN HIEROGLYPH A202B
144E8 ; [.7264.0020.0002] # ANATOLIAN HIEROGLYPH A203
144E9 ; [.7265.0020.0002] # ANATOLIAN HIEROGLYPH A204
144EA ; [.7266.0020.0002] # ANATOLIAN HIEROGLYPH A205
144EB ; [.7267.0020.0002] # ANATOLIAN HIEROGLYPH A206
144EC ; [.7268.0020.0002] # ANATOLIAN HIEROGLYPH A207
144ED ; [.7269.0020.0002] # ANATOLIAN HIEROGLYPH A207A
144EE ; [.726A.0020.0002] # ANATOLIAN HIEROGLYPH A208
144EF ; [.726B.0020.0002] # ANATOLIAN HIEROGLYPH A209
144F0 ; [.726C.0020.0002] # ANATOLIAN HIEROGLYPH A209A
144F1 ; [.726D.0020.0002] # ANATOLIAN HIEROGLYPH A210
144F2 ; [.726E.0020.0002] # ANATOLIAN HIEROGLYPH A211
144F3 ; [.726F.0020.0002] # ANATOLIAN HIEROGLYPH A212
144F4 ; [.7270.0020.0002] # ANATOLIAN HIEROGLYPH A213
144F5 ; [.7271.0020.0002] # ANATOLIAN HIEROGLYPH A214
144F6 ; [.7272.0020.0002] # ANATOLIAN HIEROGLYPH A215
144F7 ; [.7273.0020.0002] # ANATOLIAN HIEROGLYPH A215A
144F8 ; [.7274.0020.0002] # ANATOLIAN HIEROGLYPH A216
144F9 ; [.7275.0020.0002] # ANATOLIAN HIEROGLYPH A216A
144FA ; [.7276.0020.0002] # ANATOLIAN HIEROGLYPH A217
144FB ; [.7277.0020.0002] # ANATOLIAN HIEROGLYPH A218
144FC ; [.7278.0020.0002] # ANATOLIAN HIEROGLYPH A219
144FD ; [.7279.0020.0002] # ANATOLIAN HIEROGLYPH A220
144FE ; [.727A.0020.0002] # ANATOLIAN HIEROGLYPH A221
144FF ; [.727B.0020.0002] # ANATOLIAN HIEROGLYPH A222
14500 ; [.727C.0020.0002] # ANATOLIAN HIEROGLYPH A223
14501 ; [.727D.0020.0002] # ANATOLIAN HIEROGLYPH A224
14502 ; [.727E.0020.0002] # ANATOLIAN HIEROGLYPH A225
14503 ; [.727F.0020.0002] # ANATOLIAN HIEROGLYPH A226
14504 ; [.7280.0020.0002] # ANATOLIAN HIEROGLYPH A227
14505 ; [.7281.0020.0002] # ANATOLIAN HIEROGLYPH A227A
14506 ; [.7282.0020.0002] # ANATOLIAN HIEROGLYPH A228
14507 ; [.7283.0020.0002] # ANATOLIAN HIEROGLYPH A229
14508 ; [.7284.0020.0002] # ANATOLIAN HIEROGLYPH A230
14509 ; [.7285.0020.0002] # ANATOLIAN HIEROGLYPH A231
1450A ; [.7286.0020.0002] # ANATOLIAN HIEROGLYPH A232
1450B ; [.7287.0020.0002] # ANATOLIAN HIEROGLYPH A233
1450C ; [.7288.0020.0002] # ANATOLIAN HIEROGLYPH A234
1450D ; [.7289.0020.0002] # ANATOLIAN HIEROGLYPH A235
1450E ; [.728A.0020.0002] # ANATOLIAN HIEROGLYPH A236
1450F ; [.728B.0020.0002] # ANATOLIAN HIEROGLYPH A237
14510 ; [.728C.0020.0002] # ANATOLIAN HIEROGLYPH A238
14511 ; [.728D.0020.0002] # ANATOLIAN HIEROGLYPH A239
14512 ; [.728E.0020.0002] # ANATOLIAN HIEROGLYPH A240
14513 ; [.728F.0020.0002] # ANATOLIAN HIEROGLYPH A241
14514 ; [.7290.0020.0002] # ANATOLIAN HIEROGLYPH A242
14515 ; [.7291.0020.0002] # ANATOLIAN HIEROGLYPH A243
14516 ; [.7292.0020.0002] # ANATOLIAN HIEROGLYPH A244
14517 ; [.7293.0020.0002] # ANATOLIAN HIEROGLYPH A245
14518 ; [.7294.0020.0002] # ANATOLIAN HIEROGLYPH A246
14519 ; [.7295.0020.0002] # ANATOLIAN HIEROGLYPH A247
1451A ; [.7296.0020.0002] # ANATOLIAN HIEROGLYPH A248
1451B ; [.7297.0020.0002] # ANATOLIAN HIEROGLYPH A249
1451C ; [.7298.0020.0002] # ANATOLIAN HIEROGLYPH A250
1451D ; [.7299.0020.0002] # ANATOLIAN HIEROGLYPH A251
1451E ; [.729A.0020.0002] # ANATOLIAN HIEROGLYPH A252
1451F ; [.729B.0020.0002] # ANATOLIAN HIEROGLYPH A253
14520 ; [.729C.0020.0002] # ANATOLIAN HIEROGLYPH A254
14521 ; [.729D.0020.0002] # ANATOLIAN HIEROGLYPH A255
14522 ; [.729E.0020.0002] # ANATOLIAN HIEROGLYPH A256
14523 ; [.729F.0020.0002] # ANATOLIAN HIEROGLYPH A257
